team,npi_0,npi_1,npi_2
Dickinson,49.50467263609387,42.78228559428313,51.18082046587022
Dominican (IL),52.9049148160484,49.58073324824988,57.00838928927932
Drew,46.461014008230805,47.02495692523967,40.04970608008557
Dubuque,53.15149719310784,56.916254699911946,58.52604654766035
Earlham,61.15142803278707,51.18640155596636,47.20434072225571
East Tex. Baptist,59.45409509302887,54.89739293003273,59.02341621629588
East. Mennonite,49.4394650166697,47.71579934407549,55.61146251750783
Eastern,50.2663554399436,55.768159447111636,50.95786942811639
Eastern Conn. St.,51.013912961214096,48.40920565113235,48.826386105776294
Edgewood,63.870686158023425,62.73341386437582,55.62051535086513
Elizabethtown,55.13543603687027,48.771689448131376,53.8160672676501
Elmhurst,47.92929501277853,52.45551536528449,57.32186115891524
Elmira,46.12500113306167,47.295609129148886,44.8159571966691
Elms,29.492392544928386,46.09485676610951,39.571503667107976
Emerson,51.52678055577978,64.37207169146808,47.072723290375286
Emmanuel (MA),54.43254240442307,50.993081896103504,62.81732483287166
Emory,65.27759759964944,64.59410170591764,60.991582428208446
Endicott,66.72644819292651,54.46110254551369,53.22000873493826
Eureka,51.11084083347075,40.81637624530669,33.09458859605337
FDU-Florham,50.66215118643682,49.09980241346632,41.81227402789266
Farmingdale St.,56.49450296537628,56.44216726910044,55.80392311405292
Ferrum,44.55776732765385,37.85398092000056,54.28072748029622
Fitchburg St.,45.036997741344045,46.95481751979863,45.96190594304079
Fontbonne,51.06494817689272,51.55192394468993,48.09748374729178
Framingham St.,48.91003648179418,52.47494243729144,52.49849087326405
Franciscan,55.41729319266213,52.07886416154865,52.696496572933356
Franklin,39.919398066384296,47.94935195240111,42.77077774912553
Franklin & Marshall,46.15669648926304,54.65599264773557,55.09622850808926
Fredonia,53.28737190442863,47.06141741396824,47.02781312755725
Gallaudet,56.74957212325594,56.82978685356282,64.60801186856462
Geneva,48.122417608158564,33.859321731298074,40.49225580913475
George Fox,48.25553127530559,52.828020096723115,48.15888636813823
Gettysburg,58.66810045639078,60.47536045221605,60.11451889718169
Gordon,56.93014668946533,48.936051827827065,43.64046637650513
Goucher,43.29195654184057,49.30385443347998,41.56696658394349
Greensboro,56.56413001381563,56.024206653915115,51.980132184287484
Greenville,54.16673110356184,56.52003390670589,58.10818570047982
Grinnell,51.42372575685273,60.006034274645195,54.46937783480334
Grove City,41.91305412840476,50.24930425954462,53.24656229232537
Guilford,52.732031473088206,45.95804215521301,48.26018297553896
Gustavus Adolphus,56.36071572322316,49.438244521495385,52.585204809338535
Gwynedd Mercy,51.39829061483805,49.062555942038585,52.15486819810886
Hamilton,51.94429987337174,54.09268837143475,43.867022331858095
Hamline,42.67470428027845,45.74851014649876,47.17998915737884
Hanover,46.71192039525473,60.569986653399056,51.756511474585096
Hardin-Simmons,41.99897624059408,54.52844683275785,45.29736515091779
Hartford,48.954191336637464,48.371004087307504,49.717855397390956
Hartwick,53.51042178958289,55.0982323859287,50.5582112636439
Haverford,59.07279257183303,49.22968525610897,58.896301570302725
Heidelberg,50.39818895441309,54.087723974019795,59.24805521880613
Hendrix,46.27603097026784,43.136240745388164,49.3731220336132
Hilbert,48.813012215961926,50.17142211203395,46.28880360012953
Hiram,49.28780212179208,48.78941300247336,46.279020614982336
Hollins,44.888845151659446,50.4897632712889,40.666604095332076
Hood,44.46610702627426,49.80389850308614,45.784875259189995
Hope,57.65893453290365,66.0541915518533,60.888650580221466
Houghton,44.1420195484867,43.34698437474884,51.54990260785866
Howard Payne,50.31004860474523,37.142907839006725,43.60266480809837
Hunter,56.76536559378919,56.12574870607444,45.948495335932876
Huntingdon,52.29034818495572,44.72705521854777,51.278941862453415
Husson,50.52049539034888,47.202815938527095,45.96257024321662
IIT,55.561137880142454,44.62720968659829,51.19340232323122
Ill. Wesleyan,53.41469596347655,57.773231637820494,63.687433198174375
Illinois Col.,54.746637349032824,49.581712494067915,48.31759765762637
Immaculata,36.593705126179394,42.23282096918888,42.55605715582325
Ithaca,54.93666532138367,57.91475663557521,49.43472715520175
JWU (Providence),50.21382676230409,45.250469325008,66.28196704491984
John Carroll,52.78925997344616,59.134755454653785,51.53219957839032
John Jay,56.04562354850993,55.36064923010715,52.16652151278913
Johns Hopkins,59.50284579764343,56.43123134325175,63.87298046549707
Juniata,59.570579939987795,62.08187802293248,59.05902324536123
Kalamazoo,43.97359015473256,44.11664579609237,50.50010294642311
Kean,53.48126122802608,51.337965245617546,43.01803935765993
Keene St.,53.407927003525614,55.691659862857904,56.107104040582456
Kenyon,45.90096338351488,43.17806467553303,49.337042668965196
Keuka,45.02293223724664,38.40628957483071,42.589018824027406
Keystone,54.477641715055874,51.61741715257584,54.77955451338476
King's (PA),50.18494619571878,48.625939091282305,50.37890648736622
Knox,43.89997993563649,49.10202143279344,42.280998670138075
La Roche,37.53393789571329,45.231947040667606,41.01909034932369
La Verne,50.323768450553416,58.27736061662937,58.881916174357855
LaGrange,43.08684005607297,46.95478961059092,42.9600008751439
Lake Forest,45.02722944462984,38.37846657455375,45.80754880171373
Lakeland,47.58236525268251,48.14137543151833,55.37746989273014
Lancaster Bible,56.1682066387746,59.788141581909414,54.30387571062111
Lasell,62.41635760368695,60.942525570557756,53.428674282974306
Lawrence,47.10511626265843,45.141474969726566,52.52177443215511
LeTourneau,54.752568581518105,47.49767895381214,52.9143864566483
Lebanon Valley,51.76830210282493,55.47657066733758,47.3028311427239
Lehman,44.44105623842927,47.89447444506932,50.112445491665355
Lesley,40.696485529459665,48.06386010162467,38.58597289805701
Lewis & Clark,34.49070576673618,42.44050779816604,45.89921182725002
Linfield,55.61182832639684,49.42723436614406,45.12292820512016
Loras,46.45618831220037,49.01449974604174,46.70731395575012
Luther,43.50948156617148,43.45335007311833,32.10848089778507
Lycoming,50.0804556968393,49.893509741969574,47.6113537030535
Lynchburg,51.6319125042416,51.123865680837945,51.01233644715657
Lyon,49.51636149761669,53.907830628313526,49.81126012188936
MCLA,54.03605554697274,48.94280888530647,49.38244507692614
MIT,51.71161340487284,57.74501585845087,62.72411267888788
MSOE,48.36381795764715,46.92129541954802,49.655179797114116
MUW,45.32195014479238,40.8978629980644,41.36863468397872
Macalester,52.93488597154923,51.25408820935261,52.4122923959346
Maine Maritime,54.01340496529697,60.8459490864722,54.58221908222602
Manchester,51.22948640477522,56.458130350442175,59.54393135247676
Manhattanville,51.15517769676597,51.9936175269689,49.408888529730085
Maranatha Baptist,40.12105690946865,47.05596218218748,39.89851026367278
Marian (WI),51.59531616041972,45.64620473036137,46.3055518848324
Marietta,58.86822628355771,47.6666046120664,62.24031999493656
Martin Luther,47.04839464558361,52.05462291829758,54.482820298182176
Mary Baldwin,45.65599552739059,43.650550956735835,42.45603608636558
Mary Hardin-Baylor,50.34392302646557,63.25875975962074,49.87496538522412
Mary Washington,52.78380583741504,43.0469413293161,46.71106673890121
Marymount (VA),46.64191175906254,47.051209317978305,57.84449546704297
Maryville (TN),51.77408618198988,43.76030803922079,43.40689838382515
Marywood,44.24057326214479,40.59430810783986,44.33631246208655
Mass. Maritime,43.79041279407834,51.781249627293626,40.739682557771175
McDaniel,52.47173142284974,46.13325290657826,57.53521170662735
McMurry,53.01419637346268,47.80069546713382,52.38094536430852
Me.-Presque Isle,48.20280466736673,38.80973307994237,47.09151353221143
Medgar Evers,46.84016693139136,29.094353594560932,44.78235874233113
Merchant Marine,59.79027190141333,52.332037681091464,38.61893637002908
Meredith,55.13408771156221,52.5749912060103,51.47685603718216
Messiah,65.70883510886527,52.77260751632354,52.869115892711086
Methodist,50.496728535289215,50.546639459405405,59.92611923321861
Middlebury,60.925898687290626,54.99571642516531,56.74115944839242
Millikin,48.36584602316407,51.64659133586106,62.180135370466495
Millsaps,52.202118647876894,49.97010337532374,54.34637251496179
Minn.-Morris,60.1500435307084,49.15351526230821,45.2631023688875
Misericordia,48.53159317972653,50.43393110564208,63.13962055876625
Mitchell,46.21345269828088,45.09857899734262,38.07239803059731
Monmouth (IL),48.86222665701097,47.78083576642486,49.29063958234254
Montclair St.,58.38452005884194,55.07730404699361,60.146143740648874
Moravian,53.267894106054044,54.192054388327,63.65696841550243
Mount Aloysius,52.27210743886682,45.05390578304181,32.39351871326385
Mount Holyoke,41.60743418919508,53.76666655281419,41.183001499984385
Mount Mary,45.851853507888976,38.14234084441634,46.18270389829939
Mount Union,54.69449275357919,53.18117137538404,61.018872596329466
Mt. St. Joseph,41.048220215394764,52.420709658067764,49.03398778629467
Mt. St. Mary (NY),45.27414493759658,36.36805817775507,47.81652681640938
Muhlenberg,55.01295021253306,52.12679006503061,49.535813693627794
Muskingum,52.218624948979375,53.02371441459626,53.17253343785425
N.C. Wesleyan,44.70099508052929,48.22270897969017,52.232482442073255
NYU,53.65688402246888,61.1079827368701,51.01436504263808
Nazareth,54.66823587150735,52.86554435416588,54.50629493261779
Neb. Wesleyan,43.47235250585273,55.190747924110845,48.98470167998767
Neumann,42.49052828397771,48.794066000327575,54.71288901415174
New England Col.,47.42588757665718,42.4575751368014,38.6415905873644
New Jersey City,45.945103733148706,43.235899685195086,55.0690886807535
Nichols,53.432402522382105,48.204500003314294,48.9864729695006
North Central (IL),64.18766509405044,57.7275973059903,63.07532830838757
North Central (MN),48.481813061483706,45.843446174234195,47.793436215274845
North Park,42.848964044900335,43.93150190210926,48.125892355568446
Northland,47.92333610452527,42.77597123871702,40.136054004182355
Northwestern-St. Paul,53.59884893942768,57.40857205316126,53.82251912486792
Norwich,44.64098761431511,52.270016115701665,49.899972898067524
Notre Dame (MD),42.891546608597274,53.43369655573058,48.902110322542114
Oberlin,47.62015911771459,48.62006378971334,57.324176660467934
Occidental,32.802333634401194,45.04423182741249,38.93214532622296
Oglethorpe,43.91496828825958,49.24824178497625,31.397449291286378
Ohio Northern,43.782282866049556,40.7040009371234,54.65157496405971
Ohio Wesleyan,54.52462785176469,47.60969526300425,48.86231983826738
Old Westbury,47.6633437647667,47.47259827129659,43.86523830813152
Olivet,41.48769443532162,39.39008834068426,45.52320247338451
Oswego St.,47.95388580817196,45.875999537776906,48.567127112590306
Otterbein,64.47005796167485,57.220204042030666,52.758609688186816
Pacific (OR),43.1136951176305,43.560789552248494,53.602565787642924
Pacific Lutheran,59.82294785322812,50.50343231429775,60.18206608734391
Penn College,45.71286311926453,41.62472321914233,42.68817433909466
Penn St. Brandywine,51.774516273103416,43.63385255991922,44.32928398018588
Penn St. Harrisburg,50.7126935261451,51.513846824268235,58.56615360595145
Penn St.-Abington,50.12300646915672,52.25350020430875,51.26707033160097
Penn St.-Altoona,57.18401170622175,54.03865515836559,48.334273913637794
Penn St.-Behrend,50.86525131704044,49.40451472159775,44.717117090321835
Penn St.-Berks,37.30864408053202,54.048389385653685,42.046962376608334
Pfeiffer,41.5087867239613,54.60424576103758,37.385634645244934
Piedmont,56.74179364893114,57.74094589424804,51.8309282829949
Pitt.-Bradford,40.47002521034755,51.0611177663018,47.764604045577414
Pitt.-Greensburg,38.41377904162114,47.00670480917438,55.03306275529435
Plattsburgh St.,47.31017495089065,43.083334141892685,50.0905839522493
Plymouth St.,52.92647155803751,58.55802738421433,53.88822730930639
Pomona-Pitzer,50.337486101159136,59.66776444623582,49.3428627533831
Pratt,36.5639370379644,48.905528653622156,43.4479704794379
Principia,46.2005677298301,50.12482709850726,46.86787533818301
Puget Sound,43.821148064694725,49.673453759340006,53.36058301139305
Purchase,38.86383769837743,50.15785680468362,52.710852146968406
RIT,57.10940508055986,54.337108087058546,50.05371120856763
Ramapo,42.46592894086831,51.21811201725444,49.14604155713133
Randolph,43.43720171046191,52.4687656881024,47.67776979166199
Randolph-Macon,46.27287336006397,45.94486991653726,39.24714395350496
Redlands,41.00322770173592,43.94718263784013,50.63546128436949
Regis (MA),50.65040908094103,48.88334337273511,52.1495724750148
Rhode Island Col.,52.770768441224,53.296214654268354,50.10535265595576
Rhodes,52.4005826699476,50.86149560743045,45.69157445676115
Ripon,53.48454419631201,51.57176561021347,54.62793508156859
Rivier,48.997495931710844,52.53909485685467,50.15442666983244
Roanoke,53.02038231529335,41.72096111008315,47.49870946009519
Rochester (NY),49.582392505039415,49.353049945851936,50.587197335016995
Rockford,43.992362706724776,41.532660734575984,37.2257234494491
Roger Williams,50.272454245884454,55.95277995311817,48.3626854096647
Rose-Hulman,46.1322984544581,51.54051672348238,43.97467624240069
Rosemont,37.327418423020625,28.936524265443502,46.37001387780309
Rowan,51.03568459856536,46.97818506133148,50.79291463839921
Russell Sage,43.79998010444908,45.69197038285837,55.09029153980101
Rutgers-Camden,51.63311124582395,38.94760963427462,51.25338098348824
Rutgers-Newark,48.66075142577282,48.270307242487945,47.90634212308883
SUNY Brockport,55.61795438224973,54.49082499554154,51.83639753783857
SUNY Canton,44.38743952173736,34.46656614458414,44.491215307815395
SUNY Cobleskill,45.21397777286062,37.0078140484302,44.37380638691344
SUNY Delhi,54.62711036022179,45.36328495686712,44.87487602470614
SUNY Geneseo,54.72907140308215,46.78057163289373,43.20353290370907
SUNY Maritime,42.84725945492963,49.00354129140056,42.360229488185496
SUNY Morrisville,51.04603482244442,43.62027502153977,54.4904766425819
SUNY New Paltz,54.201553328108,55.553708554996525,52.46363023355132
SUNY Oneonta,44.58052701080237,44.57531756925887,43.97168441222131
SUNY Poly,43.194744348701164,34.89485268833494,41.92305257785372
SUNY Potsdam,46.7392064551801,53.79440608394844,54.183164995929864
Saint Benedict,63.61687038339421,53.687763899819856,56.68186823440101
Saint Elizabeth,45.35949095318417,59.16153238055805,51.93878924796513
Saint Joseph (CT),42.54135410181067,52.961063970721945,56.8888297078633
Saint Mary's (MN),42.74690815846585,41.889072502336866,43.61801113876512
Saint Vincent,57.7549310296,53.708546571910176,57.71756327187
Salem (NC),51.379156414358306,61.40425314971015,48.699586969606244
Salem St.,39.50310098708075,41.18233418459525,42.163380121563236
Salisbury,48.32288529480751,50.10239731077475,52.329175085363396
Salve Regina,46.96801448646078,50.27455857368845,48.539434198066004
Sarah Lawrence,56.09841581262162,53.15519514707457,49.86562447833247
Schreiner,45.13111607849426,49.841751552769956,50.626939595654754
Scranton,57.10842690935064,52.878874870387726,49.98634675605991
Sewanee,49.26242551058277,46.22624893372123,45.914345769472774
Shenandoah,44.6079969099942,47.449180862547294,54.04453988323559
Simmons,48.16632285664833,45.775333356964175,50.73169748202407
Simpson,48.267677688700935,48.320824107374115,49.107844542422114
Skidmore,49.953618690000795,47.027883701190056,59.81853169318495
Smith,64.44084504592803,52.99635810169584,67.80616284447737
Southern Me.,48.39724224510938,48.357639634489,44.092859589656534
Southern Va.,55.70743994491707,55.73494652047817,60.097791592957165
Southwestern (TX),46.324392387609954,51.5626853757827,59.948600621711776
Spalding,48.162296989570216,49.386458229203264,43.715594969353596
Springfield,58.304540937156446,55.82684155896905,58.91806701428889
St. Catherine,48.505911879015365,51.97957957170078,61.35890457470584
St. John Fisher,62.91001419629316,55.04616319063425,57.57101332925127
St. Joseph's (Brkln),47.90549482179354,42.759437923884185,47.21669459926099
St. Joseph's (L.I.),46.63802921196664,48.29274955695944,51.183191241258555
St. Joseph's (ME),40.60673994520942,53.90407640843158,57.62823138666957
St. Lawrence,41.80489354379974,45.975164688132374,50.02773023946745
St. Mary's (IN),45.34825372967135,54.90880071315789,44.064488268586686
St. Mary's (MD),50.74700383334281,59.16614538575437,50.68149742498379
St. Norbert,53.11253852217305,44.78728012904465,51.80765609223
St. Olaf,52.07634682032004,58.867850948086534,48.40536245953654
St. Scholastica,46.31760040078282,46.51611602432261,41.47411376007855
St. Thomas (TX),54.44873304774758,54.68477193321233,47.41117220701713
Stevens,66.68717844959319,52.600986033769445,59.23421364863284
Stevenson,43.193712166303506,45.61176627694344,44.717770062109274
Stockton,54.009541345676936,57.114847842132455,46.50369139666738
Suffolk,49.6851803995711,45.730132955459446,49.81207284856048
Susquehanna,48.65398520274066,55.86386192990357,53.67520395503461
Swarthmore,49.689660207374246,54.49038320857824,56.707032366459565
Texas Lutheran,52.2644286796467,55.12381644501903,51.24927656290884
Thiel,51.31668657931523,50.16286096212601,53.77077129527281
Thomas (ME),47.97677705080962,56.69202500082026,48.59954148198199
Transylvania,58.59703044341872,61.67905547668313,63.07348754464791
Trine,54.50398036227929,62.89671729844306,51.517068278488445
Trinity (CT),55.30977006090236,54.60952310478063,53.56729175902095
Trinity (TX),54.32814778441125,60.88802326479242,54.10103733579129
Trinity Washington,51.259542438991275,42.87240996098972,42.76565976397219
Tufts,60.36370207511092,48.12574336694506,58.95114792179668
U New England,53.94990441622295,56.86495671600849,51.075156369656824
UC Santa Cruz,55.54550149262134,51.010245112306876,55.083175592747644
UChicago,55.67506629481093,56.15856525500206,57.40641717597197
UMSV,45.65481488487268,45.69324822677303,41.233763112735126
UMass Boston,42.94356269956074,55.63253151869044,51.265421882945276
UMass Dartmouth,55.56962135497605,59.03723130703094,57.010788887022784
UW-River Falls,47.75661826046352,43.321681893908284,45.635970365822836
Union (NY),47.851046022750815,59.43639700072472,58.895753977753266
Ursinus,54.310035939512844,52.54859747571969,52.04386854789769
Utica,48.558300124075075,48.682211559575364,51.65859678835983
VTSU Castleton,45.44586367246231,42.283274373984725,48.6418480893609
VTSU Lyndon,37.965060390330926,29.338321693205035,36.62108144575121
VTSU-Johnson,46.83925425736847,49.187021200913144,41.72450852823504
Va. Wesleyan,57.72910238653036,51.60912232977549,60.354649216998354
Valley Forge,47.76340223599014,45.357258859304295,55.83285756830243
Vassar,48.296920575430654,51.61662981342913,51.154378577519246
WPI,48.59420260286715,51.923091917438946,47.06316972176722
Warren Wilson,51.10879719891296,39.9105105210562,45.66566849153511
Wartburg,48.30670502191637,55.998234116221205,49.467482733693444
Wash. & Jeff.,47.612221336885824,47.64791192468451,49.29315381541331
Wash. & Lee,59.714600451878844,58.82856554104538,53.41868168071138
WashU,61.37883224846605,45.54382598857595,67.560271569202
Washington Col.,46.16507027120587,46.95997073762015,45.19254299454184
Waynesburg,47.89371704683396,42.32432577318682,49.3393479235942
Webster,45.65776825224239,48.929993087086004,53.336971233980506
Wellesley,55.28569574855277,48.19518084670304,55.587652286390906
Wentworth,54.338553847736186,55.1115200007032,58.08813808805497
Wesleyan (CT),57.24977028013998,52.954818568107896,48.475653633776844
Wesleyan (GA),43.88687829884373,41.6125980004684,42.21272223121923
WestConn,53.949587002858564,49.24207415202857,53.74760862538022
Western New Eng.,58.44058473418266,48.845254718519996,53.60638296432227
Westfield St.,53.527583475790735,50.40005689385146,54.97128032803335
Westminster (MO),54.53098536721636,48.514879538642155,50.50385227853795
Westminster (PA),51.95413284311067,43.47370822250268,47.13148237618405
Wheaton (IL),57.1089725387299,61.54005370173365,54.698793375514114
Wheaton (MA),50.372103753415274,48.01854929670734,47.259553550691244
Whitman,50.71417894849492,44.22096605475524,43.62534631231715
Whittier,57.921979726742066,50.21973425922798,50.880759445315704
Whitworth,59.6804806788801,62.441068407424474,57.23511549004043
Widener,56.116503264362215,50.09588528852017,46.51779173451246
Wilkes,46.15068065553066,46.15501900119484,43.15003801647386
Willamette,48.444587677747464,53.740657806124155,38.66534884268361
William Peace,53.55892394469579,48.51977663664404,51.8347362129735
William Smith,59.015391490600905,53.73161097071469,47.77910140882916
Williams,48.52915328132794,46.639088522504785,45.35648599312641
Wilmington (OH),48.02294814490418,46.75281052542602,45.80034897654348
Wilson,41.84535293491189,36.170798250597464,42.143296495555504
Wis. Lutheran,49.18264091313968,48.86754260131364,43.87204815547465
Wis.-Eau Claire,60.14566710319375,63.06221673743374,62.96209057791787
Wis.-La Crosse,53.46056410658299,50.93099891969208,55.569223716730605
Wis.-Oshkosh,49.27120822956563,54.54838572859576,50.64014824254453
Wis.-Platteville,60.49286801880409,63.217117693420356,58.07758477518716
Wis.-Stevens Point,52.77466395711001,51.13399034316267,52.50140777439543
Wis.-Stout,44.41177289076391,43.314745042432946,49.70158301209726
Wis.-Superior,55.12729382256151,53.89193834894259,50.766722227151746
Wis.-Whitewater,54.732025801359164,53.13793199088855,71.19792351359865
Wittenberg,55.633091586097535,53.66735434429933,53.24330959149117
Wm. Paterson,53.66836085208444,56.437908630947774,49.801028300770405
Wooster,48.74672423849601,53.46076738978317,37.91843768350116
Worcester St.,48.70339907556853,43.92502178051678,40.1662760410761
Yeshiva,51.52745341439674,45.338944106013905,48.959210325173906
York (NY),41.11814676960985,52.774678776311,41.62452562067744
York (PA),42.480608104466924,48.70007159940088,47.34043117306851
